"","MSSubClass","MSZoning","Street","LotShape","LandContour","LotConfig","LandSlope","BldgType","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","FireplaceQu","GarageType","GarageFinish","GarageQual","PavedDrive","MoSold","SaleType","SaleCondition","Remod","IsNew","Location","Amenities1","Amenities2","Railroad","Amenities","NeighRich"
"618","1,5 story unf","RL",1,4,"HLS","Corner",1,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,1,1,1,"GasA",4,1,"SBrkr",4,0,"Detchd",1,3,2,"6","WD","Normal",0,0,2,0,0,1,0,1
"619","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","CemntBd","CmentBd","BrkFace","PConc",5,3,3,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",1,3,2,"7","New","Partial",0,1,4,0,0,0,0,2
"620","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","Stone","PConc",4,3,4,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"8","WD","Normal",0,0,4,0,0,0,0,1
"621","1 story 1945-","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Stucco","Stucco","None","BrkTil",3,3,1,4,1,"GasA",3,0,"FuseF",3,0,"No Garage",0,0,0,"9","WD","Normal",1,0,1,0,0,0,0,1
"622","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",3,3,1,5,3,"GasA",3,1,"SBrkr",3,3,"Attchd",2,3,2,"6","WD","Normal",1,0,3,0,0,0,0,1
"623","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock",3,3,1,4,1,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,2,"7","WD","Normal",0,0,1,0,0,0,0,1
"624","2 story PUD 1946+","FV",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","MetalSd","MetalSd","BrkFace","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,3,"Detchd",1,3,2,"6","WD","Normal",0,0,4,0,0,0,0,1
"625","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","CBlock",3,3,1,3,1,"GasA",4,1,"SBrkr",3,3,"Attchd",2,3,2,"11","WD","Normal",0,0,3,0,0,0,0,1
"626","1 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","CBlock",3,3,1,1,1,"GasA",3,1,"SBrkr",3,0,"Attchd",1,3,2,"2","WD","Normal",0,0,2,0,0,0,0,1
"627","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","Wd Sdng","Wd Sdng","None","CBlock",3,3,1,1,1,"GasA",3,1,"SBrkr",3,3,"Attchd",2,3,2,"8","WD","Normal",1,0,2,0,0,0,0,1
"628","split/multi level","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","AsbShng","AsbShng","BrkFace","CBlock",3,3,3,4,2,"GasA",5,1,"SBrkr",3,4,"Basment",2,3,2,"3","WD","Normal",1,0,2,0,0,0,0,1
"630","split/multi level","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","WdShngl","Plywood","Wd Sdng","BrkFace","CBlock",3,3,4,6,3,"GasA",3,1,"SBrkr",3,0,"Attchd",2,3,2,"6","WD","Normal",0,0,2,0,0,0,0,1
"632","1 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"Twnhs","Gable","CompShg","VinylSd","VinylSd","Stone","PConc",4,4,2,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",2,3,2,"8","WD","Normal",0,0,4,0,0,0,0,2
"634","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock",3,3,1,4,2,"GasA",3,1,"SBrkr",3,0,"Attchd",1,3,2,"7","WD","Normal",1,0,2,0,0,0,0,1
"635","duplex all style/age","RL",1,4,"Lvl","Inside",2,"Duplex","Gable","CompShg","Plywood","Plywood","None","CBlock",3,3,1,6,1,"GasA",4,1,"SBrkr",3,0,"Detchd",1,3,2,"6","WD","Normal",0,0,2,0,0,0,0,1
"637","1 story 1945-","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","AsbShng","AsbShng","None","BrkTil",3,2,1,1,1,"Grav",2,0,"FuseA",2,1,"No Garage",0,0,0,"1","ConLw","Normal",1,0,2,0,0,0,0,1
"638","2 family conversion","RM",1,4,"Lvl","Inside",2,"2fmCon","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock",3,3,1,1,1,"GasA",3,1,"FuseA",4,0,"BuiltIn",1,3,2,"11","WD","Normal",0,0,2,0,0,0,0,1
"639","1 story 1945-","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","Wd Sdng","None","CBlock",2,3,1,1,1,"GasA",4,1,"FuseA",3,0,"No Garage",0,0,1,"5","WD","Normal",1,0,1,0,0,0,0,1
"640","1 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"TwnhsE","Hip","CompShg","VinylSd","VinylSd","None","PConc",4,4,3,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",3,3,2,"10","New","Partial",0,1,4,0,0,0,0,1
"641","1 story PUD 1946+","RL",1,3,"Lvl","Inside",2,"TwnhsE","Hip","CompShg","MetalSd","MetalSd","BrkFace","PConc",5,3,4,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",2,3,2,"4","WD","Normal",1,0,4,0,0,0,0,2
"642","2 story 1946+","FV",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",3,3,2,"5","WD","Normal",0,0,4,0,0,0,0,1
"643","split/multi level","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","Wd Sdng","None","CBlock",4,3,4,6,1,"GasA",4,1,"SBrkr",5,3,"Attchd",3,3,2,"7","WD","Normal",1,0,2,0,0,0,0,1
"644","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Mansard","CompShg","WdShing","HdBoard","BrkFace","CBlock",3,3,1,3,4,"GasA",5,1,"SBrkr",3,0,"Attchd",3,3,2,"4","WD","Normal",0,0,3,0,0,1,0,1
"645","1 story 1946+","FV",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","CemntBd","CmentBd","Stone","PConc",5,3,2,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",3,3,2,"10","New","Partial",0,1,4,0,0,0,0,1
"646","1 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Hip","CompShg","Plywood","Plywood","None","CBlock",3,3,1,5,2,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,2,"3","WD","Normal",0,0,2,0,0,0,0,1
"647","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","MetalSd","MetalSd","None","CBlock",0,0,0,0,0,"GasA",4,1,"SBrkr",3,0,"Detchd",1,3,2,"7","WD","Normal",0,0,2,0,0,0,0,1
"648","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","Wd Sdng","Wd Sdng","Stone","CBlock",3,3,2,3,1,"GasA",5,1,"SBrkr",3,4,"Attchd",2,3,2,"6","WD","Normal",0,0,1,0,0,0,0,1
"649","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","BrkFace","CBlock",3,3,1,1,1,"GasA",3,1,"SBrkr",3,3,"Attchd",1,3,2,"6","WD","Normal",0,0,2,1,0,0,1,1
"650","PUD multilevel","RM",1,4,"Lvl","Inside",2,"Twnhs","Gable","CompShg","CemntBd","CmentBd","None","CBlock",4,3,3,4,6,"GasA",4,1,"SBrkr",3,0,"No Garage",0,0,2,"12","WD","Normal",0,0,1,0,0,0,0,0
"651","2 story 1946+","FV",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","CemntBd","CmentBd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"5","WD","Normal",0,0,4,0,0,0,0,1
"652","2 story 1945-","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,2,1,1,"GasA",3,1,"SBrkr",3,4,"Detchd",1,2,1,"10","WD","Normal",1,0,1,0,0,1,0,1
"653","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,3,"Attchd",2,3,2,"7","WD","Normal",0,0,3,0,0,0,0,1
"654","1,5 story fin","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,1,1,1,"GasA",5,1,"SBrkr",3,0,"Detchd",1,3,2,"6","WD","Normal",1,0,1,0,0,0,0,0
"655","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","MetalSd","MetalSd","BrkFace","PConc",4,3,4,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",3,3,2,"8","WD","Normal",0,0,4,0,0,0,0,2
"657","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock",3,3,1,5,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"8","WD","Normal",1,0,2,0,0,0,0,1
"658","2 story 1945-","RL",1,4,"HLS","Inside",1,"1Fam","Gable","CompShg","Stucco","Wd Shng","None","BrkTil",4,3,1,1,1,"GasA",3,1,"SBrkr",3,4,"Attchd",2,3,1,"2","WD","Normal",1,0,3,0,0,0,0,1
"660","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Hip","CompShg","MetalSd","MetalSd","None","PConc",3,3,1,4,1,"GasA",5,1,"SBrkr",3,0,"Detchd",3,3,2,"3","WD","Normal",1,0,1,0,0,0,0,1
"661","2 story 1946+","RL",1,4,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock",4,3,1,1,1,"GasA",3,1,"SBrkr",3,3,"Attchd",2,3,2,"11","WD","Normal",0,0,3,0,0,0,0,1
"662","2 story 1946+","RL",1,2,"Lvl","CulDSac",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,4,1,6,3,"GasA",5,1,"SBrkr",4,3,"Attchd",2,3,2,"7","WD","Normal",1,0,4,0,0,0,0,2
"663","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","CBlock",2,2,1,1,1,"GasA",4,1,"SBrkr",3,3,"Attchd",2,3,2,"7","WD","Normal",0,0,2,0,0,0,0,1
"664","split foyer","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","Plywood","None","CBlock",4,3,3,4,3,"GasA",3,1,"SBrkr",3,0,"Detchd",2,3,2,"4","WD","Normal",0,0,1,0,0,0,0,1
"665","1 story 1946+","RL",1,2,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",5,3,2,6,1,"GasA",5,1,"SBrkr",5,5,"Attchd",3,3,2,"1","New","Partial",1,0,4,0,0,1,0,1
"666","2 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,3,"Attchd",2,3,2,"11","WD","Normal",0,0,3,0,0,0,0,1
"668","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","BrkFace","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,2,"Attchd",2,3,2,"10","WD","Normal",1,0,3,0,0,0,0,1
"669","1 story 1946+","RL",1,4,"Bnk","Corner",1,"1Fam","Gable","CompShg","CemntBd","Wd Sdng","None","CBlock",3,3,1,3,1,"GasA",4,1,"SBrkr",3,3,"Detchd",1,3,2,"11","WD","Normal",1,0,1,0,0,0,0,1
"670","1 story 1945-","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","BrkTil",2,3,1,1,1,"GasA",5,1,"SBrkr",2,4,"Detchd",1,3,2,"7","WD","Normal",1,0,3,0,0,0,0,1
"671","2 story 1946+","RL",1,4,"Lvl","FR2",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"2","WD","Normal",0,0,3,0,0,0,0,1
"672","2 story 1945-","RH",1,4,"Lvl","Inside",2,"1Fam","Gambrel","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",3,3,1,4,1,"GasA",3,0,"SBrkr",3,0,"Detchd",1,3,2,"7","WD","Normal",1,0,1,0,0,1,0,1
"673","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","Plywood","None","CBlock",4,3,1,5,1,"GasA",3,1,"SBrkr",3,3,"Attchd",2,3,2,"6","WD","Normal",0,0,4,0,0,0,0,1
"674","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","CemntBd","CmentBd","BrkFace","PConc",3,3,1,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",3,3,2,"6","WD","Normal",1,0,3,0,0,0,0,1
"675","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",3,3,1,3,1,"GasA",3,1,"SBrkr",3,4,"Attchd",2,3,2,"7","WD","Normal",0,0,2,0,0,0,0,1
"676","2 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"Twnhs","Gable","CompShg","Plywood","Brk Cmn","None","CBlock",3,3,1,5,1,"GasA",3,1,"SBrkr",3,3,"Attchd",1,3,2,"4","WD","Normal",0,0,2,0,0,0,0,1
"677","2 story 1945-","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","AsbShng","Stucco","None","BrkTil",3,2,1,1,1,"GasW",2,0,"SBrkr",3,0,"2Types",1,2,0,"5","WD","Normal",1,0,2,0,0,0,0,1
"678","1 story 1945-","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","BrkTil",3,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Detchd",1,2,0,"5","WD","Normal",1,0,2,0,0,0,0,1
"679","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","Stone","PConc",5,3,2,1,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"7","New","Partial",0,0,4,0,0,0,0,2
"680","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","CBlock",3,3,1,3,1,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,2,"10","WD","Normal",0,0,1,0,0,0,0,1
"681","1 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","Plywood","Plywood","None","CBlock",4,3,1,4,4,"GasA",3,1,"SBrkr",3,3,"Attchd",2,3,2,"5","WD","Normal",0,0,3,0,0,0,0,1
"683","1 story PUD 1946+","RL",1,4,"HLS","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","PConc",4,3,2,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",1,3,2,"11","WD","Normal",1,0,2,0,0,0,0,1
"684","1 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","Stone","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",3,3,2,"7","WD","Normal",0,0,3,0,0,0,0,1
"685","2 story 1946+","RL",1,2,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,1,1,"GasA",4,1,"SBrkr",3,0,"Attchd",3,3,2,"6","WD","Normal",0,0,4,0,0,0,0,2
"686","2 story PUD 1946+","RL",1,3,"Lvl","CulDSac",2,"TwnhsE","Gable","CompShg","HdBoard","HdBoard","None","CBlock",4,3,2,6,2,"GasA",4,1,"SBrkr",4,3,"Attchd",3,3,2,"9","WD","Normal",0,0,4,0,0,0,0,2
"687","2 story 1946+","FV",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"8","New","Partial",0,1,4,0,0,0,0,1
"688","2 story PUD 1946+","FV",1,2,"Lvl","FR2",2,"TwnhsE","Gable","CompShg","MetalSd","MetalSd","None","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,0,"Detchd",1,3,2,"3","WD","Normal",0,0,4,0,0,0,0,1
"689","1 story 1946+","RL",1,4,"HLS","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","BrkFace","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",2,3,2,"10","New","Partial",0,1,4,0,0,0,0,2
"690","1 story PUD 1946+","RL",1,3,"Lvl","Corner",2,"TwnhsE","Gable","CompShg","VinylSd","VinylSd","Stone","PConc",4,3,3,5,1,"GasA",5,1,"SBrkr",4,4,"Attchd",2,3,2,"6","WD","Normal",1,0,4,0,0,0,0,2
"691","1 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,4,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",2,3,2,"5","WD","Normal",0,0,3,0,0,0,0,1
"692","2 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","WdShngl","HdBoard","HdBoard","BrkFace","PConc",5,3,4,6,1,"GasA",5,1,"SBrkr",5,5,"Attchd",3,3,2,"1","WD","Normal",1,0,4,0,0,0,0,2
"693","2 story 1946+","RL",1,3,"Lvl","Inside",1,"1Fam","Hip","CompShg","MetalSd","MetalSd","BrkFace","PConc",4,3,4,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",2,3,2,"4","WD","Normal",1,0,4,0,0,0,0,1
"695","1,5 story fin","RM",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",3,3,1,1,1,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,2,"4","WD","Normal",1,0,2,0,0,0,0,1
"696","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock",4,4,1,6,2,"GasA",4,1,"SBrkr",4,3,"Attchd",1,3,2,"7","WD","Normal",0,0,4,0,0,0,0,1
"697","1 story 1945-","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Shng","None","CBlock",3,3,1,2,1,"GasA",4,1,"SBrkr",3,0,"Detchd",1,3,2,"6","WD","Normal",1,0,2,0,0,0,0,1
"698","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","PConc",5,4,2,2,5,"GasA",2,1,"FuseA",3,0,"Detchd",1,3,2,"9","WD","Normal",0,0,1,0,0,0,0,1
"699","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,1,6,4,"GasA",5,1,"SBrkr",3,4,"Detchd",1,3,2,"4","WD","Normal",1,0,1,0,0,1,0,1
"700","1 story PUD 1946+","FV",1,2,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","MetalSd","MetalSd","None","PConc",4,3,2,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"7","WD","Normal",0,0,4,0,0,0,0,1
"701","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc",5,3,4,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"5","WD","Normal",0,0,4,0,0,0,0,1
"702","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","HdBoard","HdBoard","BrkFace","CBlock",3,3,1,1,1,"GasA",3,1,"SBrkr",3,0,"Attchd",1,3,2,"7","COD","Normal",0,0,3,0,0,0,0,1
"703","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc",5,4,1,1,1,"GasA",5,1,"SBrkr",5,4,"BuiltIn",3,3,2,"7","New","Partial",0,1,4,0,0,0,0,2
"704","2 family conversion","RM",1,4,"Lvl","Inside",2,"2fmCon","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",4,3,1,1,1,"GasA",4,1,"SBrkr",4,1,"Detchd",1,3,0,"5","WD","Normal",1,0,2,0,0,0,0,1
"705","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"5","WD","Normal",1,0,3,0,0,0,0,1
"706","2 family conversion","RM",1,4,"Lvl","Inside",2,"2fmCon","Hip","CompShg","VinylSd","Wd Shng","None","Slab",0,0,0,0,0,"GasA",2,0,"SBrkr",2,0,"No Garage",0,0,0,"7","WD","Normal",1,0,1,0,0,0,0,0
"707","1 story 1946+","RL",1,2,"Low","CulDSac",0,"1Fam","Gable","CompShg","Plywood","Plywood","Stone","CBlock",4,3,4,6,1,"GasA",3,1,"SBrkr",4,3,"Attchd",1,3,2,"6","WD","Normal",1,0,2,0,0,0,0,1
"708","1 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"TwnhsE","Hip","CompShg","MetalSd","MetalSd","BrkFace","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"12","WD","Normal",0,0,4,0,0,0,0,2
"709","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","None","PConc",4,3,3,1,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"7","New","Partial",0,1,3,0,0,0,0,1
"711","1 story 1945-","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","CBlock",3,3,1,1,1,"GasA",4,1,"SBrkr",3,0,"No Garage",0,0,0,"7","WD","Normal",1,0,2,0,0,0,0,1
"713","1 story PUD 1946+","RL",1,3,"HLS","Inside",2,"TwnhsE","Gable","CompShg","HdBoard","HdBoard","None","PConc",4,3,2,6,1,"GasA",4,1,"SBrkr",4,4,"Attchd",3,3,2,"10","WD","Normal",1,0,4,0,0,0,0,2
"714","2 family conversion","RL",1,4,"Lvl","Inside",2,"2fmCon","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock",3,3,3,5,1,"GasW",3,0,"SBrkr",3,0,"Detchd",1,3,2,"5","WD","Normal",0,0,2,0,0,1,0,1
"715","2 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","HdBoard","Plywood","BrkFace","CBlock",3,3,1,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"3","WD","Normal",1,0,1,0,0,1,0,1
"716","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","HdBoard","HdBoard","BrkFace","CBlock",4,3,1,1,1,"GasA",3,1,"SBrkr",3,3,"Attchd",2,3,2,"8","WD","Normal",0,0,3,0,0,0,0,1
"717","2 story 1945-","RM",1,4,"Bnk","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","VinylSd","None","BrkTil",3,3,1,1,1,"GasA",5,1,"SBrkr",3,0,"Detchd",1,3,1,"7","WD","Normal",1,0,2,0,0,0,0,1
"718","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",4,3,1,4,1,"GasA",4,1,"SBrkr",4,2,"Attchd",1,3,2,"11","WD","Normal",1,0,3,0,0,0,0,1
"719","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","Wd Sdng","ImStucc","BrkFace","PConc",4,3,4,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",2,3,2,"8","WD","Normal",1,0,4,0,0,0,0,2
"720","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","Plywood","None","CBlock",4,3,4,5,1,"GasA",3,1,"SBrkr",3,1,"Attchd",1,3,2,"5","WD","Normal",0,0,3,0,0,0,0,1
"721","1 story PUD 1946+","RL",1,3,"Low","CulDSac",1,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","PConc",4,3,4,6,1,"GasA",3,1,"SBrkr",4,3,"Attchd",2,3,2,"12","WD","Normal",0,0,4,0,0,0,0,2
"722","1 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"5","WD","Normal",0,0,3,0,0,0,0,1
"723","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,1,5,1,"GasA",5,1,"SBrkr",3,0,"Detchd",1,3,2,"7","WD","Normal",0,0,2,0,0,0,0,1
"724","1,5 story fin","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","PConc",3,3,1,1,1,"GasA",5,1,"SBrkr",3,0,"Detchd",1,3,2,"5","WD","Normal",1,0,1,0,0,0,0,1
"725","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","CemntBd","CmentBd","Stone","PConc",5,3,1,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",3,3,2,"2","WD","Normal",1,0,1,0,0,0,0,1
"726","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","Plywood","None","CBlock",3,3,1,5,4,"GasA",3,1,"SBrkr",4,0,"Detchd",1,3,2,"11","WD","Normal",0,0,2,0,0,0,0,1
"727","1 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Hip","CompShg","Wd Sdng","Plywood","BrkFace","CBlock",4,3,1,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"12","WD","Normal",1,0,3,0,0,0,0,1
"728","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","Stone","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"2","WD","Normal",0,0,3,0,0,0,0,1
"730","1 story 1945-","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,1,4,1,"GasA",3,1,"FuseA",3,0,"Detchd",1,3,2,"1","WD","Normal",1,0,1,0,0,0,0,0
"731","1 story PUD 1946+","RL",1,3,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","CemntBd","CmentBd","None","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",2,3,2,"3","WD","Normal",1,0,4,0,0,0,0,2
